"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22.686","","","","","","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22.750","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.130","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.210","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.241","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.351","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.462","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.761","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.999","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.126","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.523","-0.072","3","-0.286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.791","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.839","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.870","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.886","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24.996","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25.123","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25.139","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25.881","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25.992","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.149","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.353","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.416","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.526","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.622","","","","","","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.733","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.764","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.811","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26.891","","","","0","0","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.003","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.129","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.256","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.398","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.429","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.540","","","","0","0","","","4","","","","","","","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.667","","","","0","0","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.777","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.824","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27.919","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.439","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.550","","","","","","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.566","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.661","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.677","","","","0","0","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.804","","","","0","0","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28.915","","","","","","","","174","0","","0","0.682","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.042","","","","","","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.185","","","","","","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.312","","","","","","","","186","0","","0","0.688","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.342","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.439","","","","","","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.470","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.644","","","","","","","","168","0","","0","0.679","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.817","","","","","","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29.926","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.099","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.194","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.289","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.351","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.446","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.556","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.651","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30.682","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.029","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.283","-0.072","4","-0.286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.345","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.409","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.456","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.582","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.692","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.786","-0.072","3","-0.286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.818","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31.945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"32.071","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.243","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.369","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.465","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.481","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.560","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.591","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.701","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.732","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.828","","","","0","0","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.970","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.080","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.096","","","","","","","","","","","","","","","","","","","","","","74","84","77","68","87","51","70","86","","","","","","","","","","","","","","","",""
"33.192","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.334","","","","","","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.381","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.460","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.476","","","","0","0","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.602","","","","0","0","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.712","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.728","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.090","","","","","","","","186","0","","0","0.688","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.232","","","","","","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.374","","","","","","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.500","","","","","","96","0","101","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.626","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.690","","","","0","0","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.721","","","","","","96","0","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.752","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.832","","","","0","0","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34.894","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35.068","","","","","","","","174","0","","0","0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
